baccalaureat,1
llm (first class),1
msc and bsc,1
b tech & m tech,1
ba / ms,1
georgia institute of technology,1
psychology,1
ba (in progress),1
bacheclor of science in nuclear engineering,1
post-grad certificate,1
mchemphys,1
master's of computer science,1
"engineer diploma, grade i",1
masters (excluding thesis),1
master electrician,1
ms cs,1
bsb,1
bsmde,1
global mba,1
batchelor of law,1
md/mba candidate,1
aec,1
bachelor degrees of science,1
delegate,1
biology,1
msc - diploma,1
jain,1
telecommunications,1
master en gestiã³n de empresas audiovisuales,1
ee,1
enginnering,1
"bs, mass communications",1
ensino fundamental e médio,1
bacehlor,1
lerick leuven-gent management school,1
10,1
"bs, computer engineering",1
bcc,1
master of fine arts (coursework completed),1
management science and engineering,1
bachelors in finance and information systems,1
phd honors,1
mba (year one of two year course),1
doctorate in health administration,1
"master, computer engineering",1
master in information technology,1
btech (honors),1
bachelor of arts (ba) architecture,1
bs in information management,1
exec programme,1
ab honors,1
cfp,1
dme,1
bup,1
ba honor,1
ba honours with distinction,1
internship,1
instructor,1
"bachelors, hons",1
"bachelor of science, minor",1
5 mba,1
2:1 meng,1
chemical engineering (4/6 years achieved),1
mag,1
arts and sciences,1
msc master of science,1
bachelors of general studies,1
bachelor of science electrical engineering,1
bacalaur,1
miba,1
european master,1
m des,1
high,1
"bachelor, engineering",1
ma (1st class hons),1
executive extension,1
associate of art,1
be - bachelor of engineering,1
mechanical engineer,1
post master's degree - phd program,1
specialization (in progress),1
ba in physics and theoretical physics,1
ma telecommunications business,1
bachelor of technology (btech),1
master specialized in sales and marketing,1
bachelor of commerce with honors,1
meng & bs,1
art direction,1
potential phd but thrown out,1
bs in electrical engineering,1
computer science bsc,1
master of accounting,1
"hba, specialization in entrepreneurship",1
bachelor informasjonsteknologi,1
"mba, mcom",1
ms / abd,1
msceng,1
ma & phd,1
master of science & engineering,1
ibd,1
toxicology,1
bs / ba,1
bsc (summa cum laude),1
lic phil i,1
mba and ba,1
msc information technology,1
mstom,1
aa in accounting and a bs in communications,1
cems mim,1
mba - finance,1
human resources management,1
bmed,1
master's degrees,1
"bs, honors",1
"double, bachelors",1
"jd, magna cum laude",1
bsc(hons)+uni medal,1
bachelors of science (dual degrees),1
phd interdisciplinary,1
bfa & bfa,1
"bai, ma",1
cert mgmt,1
cpa certificate,1
bachelor of arts \t,1
doktor,1
bs advertising,1
"finance/mis , finance, mis, cis, economics",1
phd and masters of arts,1
masters engineering managment,1
bsc economics,1
bsc and msc,1
5-years diploma,1
epgc,1
300,1
epgdm,1
bsc (dropout),1
ba science in design,1
masterâ€™s in computer science,1
ba (mod) comp sci,1
phd and msc,1
pre law,1
diplome d'ingenieur,1
dba,1
master of science of computer science,1
medical,1
bcs it,1
2:2,1
mba (candidate),1
associates in art,1
a+,1
bachelor of science in business and economics with a major in economics,1
"bsc, finance",1
patent,1
btech and mtech,1
ba (mod),1
bachelor of science in finance,1
bs accounting,1
"imca certified investment managment consultant-cimc,  investment management",1
associates of sciences,1
sergeant,1
bacholer of science,1
higher education award,1
masters psychology,1
ma education,1
m phil,1
master science,1
bachelor of engineering (first class honours),1
msc (rhodes scholar),1
acla (auto claims law associate),1
bachelors business adminsitration,1
"sciense degree in economics (""kandidat nauk"")",1
masterâ€™s degree in business administration,1
advanced certificate,1
ms computer sciences,1
bs business administration (finance & business economics),1
honours bachelor of arts,1
1 year visiting student,1
bs mass communications,1
engeneering / bachelor,1
pos,1
"ba, honours",1
posgraduate diploma,1
bachelor of engineering and a minor in technological entrepreneurship,1
ceed degree,1
integrated masters,1
bcom (ppe),1
dipcom (with distinction),1
bte,1
mcdm,1
pgdgbo,1
universit,1
studies,1
mba & jd,1
bfa/ba,1
bs(it),1
"master, qualified phd candidate",1
"math, physics, cs, business",1
"(syracuse, ny)",1
pg diploma in mass communications,1
exchange,1
bachelor of commerce and administration,1
bssba,1
bs + ms,1
master executive,1
executive education (certificate),1
3 years,1
diplome d'architecte,1
m div,1
rernat,1
communications/journalism,1
bachelors of science (honors),1
sb (scientiae baccalaureus),1
bfa – magna cum laude,1
"phd, meng, sb",1
pdgm (mba),1
graduateship,1
mem,1
gdip,1
bachelor of medicine & bachelor of surgery,1
honorary doctorate of laws,1
leutenant / first leutenant,1
mid,1
interdisciplinary social science,1
msc in information systems,1
bachelor in applied science,1
"efrei, master of science",1
meng (hons),1
bachelors of business,1
msc (with distinctions),1
2-term exchange,1
qualified chartered engineer in computer technology and industrial engineering,1
mgd,1
ba phil,1
digital media marketing,1
dipl-kfm,1
"phd, private law",1
"bachelors of science in business management, minor in history",1
iba,1
bachelors if science,1
bachelor's with honours,1
music performance,1
bachelor of finance,1
"ma, lpp",1
masters- mse,1
summer coursework,1
bachelor of computing with first-class honours,1
bachelor of science in technology,1
bba(mktg),1
bachelor of information systems,1
comptia a+,1
double bachelor,1
diploma in engineering,1
post grad business,1
double degree - 3rd in ft ranking,1
bappsc (mathematics),1
ba (psychology),1
bachelors of communications,1
bsbe,1
general course,1
"b, sc",1
bachelor of sciences (agriculture),1
bcom / dipcom,1
diploma di eccellenza universitaria,1
masters in public service,1
full professor,1
"mfin (""finance mba"")",1
ba (hons) business administration,1
master of information,1
chfc,1
nuclear engineering,1
bphil,1
bsee - computer science & biomedical engineering,1
mcse,1
degree type,1
"associates degree & logistics,  logistics",1
masters of technology,1
"ab, us history, cs, psychology",1
mining,1
associate in science,1
lic,1
usa high school diploma,1
bachelor (graduate),1
executive international mba,1
(hons) bsc,1
bachelor of commerce (honors) graduate degree,1
sb biology,1
3 yr diploma,1
dep,1
"bs, electrical engineering",1
technical diploma,1
batchelor of arts,1
bachelor of science in management,1
bs (dual),1
5 years university degree,1
arts,1
"be,mba,llb,",1
bsceng(elec),1
bscpe,1
bachelor's of computer science,1
d3,1
diplome d'architecte (desa),1
gc,1
completion for middlesex,1
bajourn,1
"ms, phd",1
diploma w/ honors,1
bachelor of science in informatics,1
communications and media,1
bsc (eng) hons,1
"dual (btech, mtech)",1
humanities undergraduate,1
bs communications,1
"mba, bs",1
bachelor of engineer,1
master of law,1
interactive design,1
trainee,1
!st class honors,1
bach science in it,1
seminar,1
industrial msc thesis,1
ba magna cum laude,1
masters of business (marketing),1
ms computer engineering,1
master of international affairs,1
tv/film,1
bssw,1
systems engineering,1
bacher of arts,1
cse,1
university of california at santa barbara,1
doctorates,1
bachelors of engg,1
bachelor's degree in business administration,1
ms development adminiatration,1
bachilor,1
dipl kfm & mba,1
mba (distinction),1
bbs,1
ms engineering,1
b sc in engr,1
hrm,1
lll,1
egresado en la carrera profesional de diseã±o grã¡fico,1
pseo,1
human resource,1
mbs in business studies,1
information systems management msc,1
doctoral studies,1
msc (cems mim),1
mphil leading to phd,1
certificated paralegal,1
ca (sa),1
ms & bs,1
bs degree,1
llb honors,1
mppm (mba),1
ba-bbs conjoint,1
2:1 bsc hons,1
single honours,1
cc,1
pgdbm (mba),1
"bs, mba",1
ing,1
mater in business administration,1
b sci,1
executve program,1
abj,1
associates in science,1
administration,1
bachelors of electronics and communication engineering,1
21 ba hons,1
bs (with hons),1
esbm,1
lã\xadder promotor en desarrollo humano,1
business entrepreneurship,1
bachlor of engineering,1
enterprise engineer,1
bachelor of commerce with honours,1
european mba,1
bachelor of sciences,1
master's in computer applications,1
mba (cum laude),1
phd and dsc,1
ma international affairs,1
bachelor's degree in computer science,1
bbr,1
bis multimedia,1
diploma (fh),1
"advanced engineer, ms, sb",1
bacheler's degree,1
not completed,1
master of educational technology,1
software and it,1
eeng,1
ba - honors,1
bs physical science,1
"bfa, communication arts emphasis in graphic design",1
associate fellow,1
dr philos,1
1990 to 1993,1
executive deg,1
"bs, commerce (accounting)",1
phd/ms,1
semester study abroad,1
"bs, computer science & electrical engineering",1
bba with honors,1
masters cert,1
paralegal,1
"bs, with highest honors",1
bsc (eng) (elec),1
mdqeskuhkkpqc,1
integrated master of technology,1
pg certificate,1
university degree,1
master of entrepreneurship & innovation,1
abogado / attorney,1
bachelor of computer applications,1
bsc(econ),1
bcom honours,1
masters of communications,1
"bs, summa cum laude",1
"bsc, mmgmnt",1
"phd, computer science",1
industrial egineering,1
bachelor of science in family and consumer science,1
bs (engineering),1
mba and bba,1
sf,1
masters of research,1
jd & llm,1
bachelors honours,1
master of science in luxury goods & services,1
entrepreneur,1
princeton university,1
bascengsci,1
"bachelor of science, business operations",1
mba - master,1
"bs,ms",1
msn,1
engineering degree,1
"bs, business and finance",1
"bs, biology",1
ba business studies/marketing (hons),1
doctorate degree,1
msc economics,1
ms / ms,1
"cfa, finance",1
bachelor degrees,1
ba liberal arts,1
bsp,1
ba in political science,1
entrepreneurship,1
bachelor of business administration and bachelor of liberal arts,1
\tmba,1
engeneering,1
"llm, llb,ba",1
advanced bachelor of science degree,1
non-degree,1
bs in neuroscience,1
msj,1
bs ed,1
masters in fear-based hysteria,1
microsoft certified system engineer (mcse),1
pharmd,1
master of urban planning,1
bba and valedictorian,1
bs business ms adult education,1
a b,1
bcom (computers),1
master diploma,1
4 year meng,1
bachelor's of science - mis,1
bachleors,1
binfotech,1
mba/msc,1
b a,1
ma ed,1
liberal arts bachelor,1
dipl-ing (fh),1
bs medical technology,1
bachlor of computer application,1
"bsc photo-journalism, radio tv and film",1
master of science in business,1
"undergrad, bs",1
bachlor of techonology,1
ab (hons),1
bachelor of fine arts (bfa),1
bachelor of science in business,1
electronic media mgmt,1
chancellor's scholar / bachelors,1
anthropology,1
fgf,1
b econ,1
be(hons),1
bachelor science-finance,1
certificat,1
post grad dip,1
master's certificate,1
"bs econ, bs engg",1
marketing communications/advertising,1
eem,1
"ms, electrical engineering",1
university of maryland,1
"bsee, msee",1
masters of comparative politics,1
master’s degree,1
eee,1
bsc (joint hons),1
marketing ba,1
bachelors (honours),1
neuroscience,1
bach engineering,1
ba of communications,1
bachelor's business administration,1
certificate continuing ed,1
mmp,1
css,1
mup,1
phd computer science,1
school of cinema,1
bachelor of business administration (bba),1
aerospace engineering,1
bach of engg,1
ba and the ma,1
phd in computer science,1
msc (summa cum laude),1
gmba/mgb,1
bcomm with honors,1
postgraduate international business,1
ds,1
ba business adminstration,1
marketing degree,1
2 year diploma,1
ms in industrial administration,1
bachelor of graphic design,1
science communication,1
master of science in engineering,1
gsp 11,1
bsc arcs,1
msc non-degree,1
licenciatura en comunicaciã³n periodã\xadstica,1
msc (high distinction),1
cpa diploma,1
master bachelor associate,1
becivil engineering,1
certificates,1
celcius,1
mba with distinction,1
2nd class honours,1
collegial,1
mphil (by research),1
german diploma (equ master of science),1
bcomp,1
bfa new media,1
economista,1
comupter science,1
certificate i,1
"ba honours, joint major",1
phd (in progress),1
kinesiology,1
bachelor of communication,1
gemba,1
it engineer,1
mifiree,1
bach of computer science and software engineering,1
mamram,1
21,1
"aviation, business & administration,  business",1
jd / mba,1
bachelor of science (onlinemedia),1
masters with commendation,1
ba of the arts,1
ba psychology,1
bachelor of medicine/surgery,1
a level,1
political science | history,1
bsee & msee,1
bsc (business admninistration),1
bscte,1
information technology and management,1
md-phd,1
masters certification,1
mba (coporate finance),1
364,1
ba(econ)hons,1
msie,1
sm operations research,1
iss,1
diplom kaufmann,1
business mgmnt and finance,1
diploma ;-),1
second level,1
masters degree in marketing management,1
bachelors of science (hons),1
online advertising,1
bachelor and a doctorate degree,1
chartered accountant (cpa),1
bsc (hons)_,1
philosophy,1
advanced management degree,1
rrll,1
bsc(dropped out of university  final year,1
master of city planning,1
mã¡gister,1
transfer (bs),1
foreign exchange,1
bsc business management,1
msf,1
bachelor of ict,1
abc,1
bsc physics,1
visiting scholar/research analyst,1
bachelor + master,1
phd - complete all work but dissertation,1
dual ba with honors,1
senior claims law associate scla,1
eidg diploma,1
batchalor,1
bsc hons first class,1
"master in new technologies, audiovisual services and telecommunications",1
ba honours - 21,1
bsc cs,1
bachelor of computing with first class honours,1
mebiz,1
bachelor arts,1
bs in communications,1
habb,1
bachelor of science hons,1
southern center for international studies certificate,1
js japan fellowship,1
degree in law,1
ingeniero superior de telecomunicaciones,1
mba candidate,1
professional degree,1
bachelor business administration,1
bs / ms,1
"ba, ms",1
telecom engineer,1
engineer's degree,1
audio engineering,1
certificate of economics,1
mscbeco,1
fti,1
bachelor of medical science,1
ba (hons) international business & finance,1
knight fellowship,1
comp sci,1
master of technology,1
masters of business,1
incomplete,1
ba business economics,1
"management and technology program, bas",1
master of fine art,1
bseng,1
dipfs (fp),1
it collage,1
certified as leadership coach,1
bsea,1
"phd, semiconductor physics",1
computer engineer,1
"ba, with highest honors",1
master of electrical engineering,1
artium baccalaureus,1
sc b,1
"md, phd",1
bachelor of science (honours),1
master of sience,1
msc tech (masters degree),1
post doctoral,1
phd and dic,1
5 years faculty,1
"masters, management",1
mengsc,1
master of international management,1
bachelors of science in management,1
professor & 1st chair,1
"phd, electrical engineering",1
postgrad,1
magrersocoec,1
qualification,1
hon,1
bs of business administration,1
bechlors,1
ba (na),1
"masters (class medal, distinction)",1
bachelor of science in general engineering,1
webmedia,1
ba (hons) â€“ first class,1
bacholor of commerce,1
postgradate,1
business admnistration,1
bachelor of it/bachelor of science,1
global entrepreneurship program,1
bsc (hons) sandwich,1
licenciatura en diseno grafico,1
associate of marketing,1
meng + ma,1
meie,1
master of computer applications,1
redakteur,1
"mba, ms in television management",1
post-grade diploma,1
bcom accounting hons,1
specialization,1
ba hons (first class),1
baccalaureate degree,1
fulltime,1
post-graduate diploma in management (pgdm),1
bachelor of business adminstration,1
bsw,1
mater of computers applications,1
shopping,1
education and library masters,1
cim professional development award,1
ba - business management,1
"phd, mba",1
masters executive,1
master's degree in biotechnology,1
jd/llb,1
bachelors in science and commerce,1
"msc, engineering",1
bs - business admin,1
masters in human resources management,1
"mba, ma education",1
journalist and social comunicator,1
master and bachelor degrees,1
"global management (strategy, emerging markets)",1
mastere,1
master of information technology,1
master of social sciences,1
ma oxon,1
instep,1
executive management program,1
career,1
ba int,1
bs(cs),1
ba in economics & international relations,1
btec diploma,1
bachelors of education,1
test,1
bs computer science and engineering,1
"bs, cum laude",1
did not finish,1
computer applications,1
bachelor engineering,1
dsc (technology),1
"bachelor, honours",1
license,1
jd (candidate 2012),1
professional diploma in software engineering,1
statement of professional achievement,1
ms electrical and computer engineering,1
pg dip in irpm,1
masters in business taxation,1
ba communication science,1
engg,1
sb mathematics,1
bie,1
master of art,1
bs business administrations,1
lic rer pol,1
diplom (bachelor++),1
mcit,1
"bachelor of science (bs), applied economics and management (concentration in management and marketing)",1
pgpm,1
master of commerce (with distinction),1
hon b sc,1
bachelor’s degrees,1
msc in informatics,1
phd in computational biophysics,1
phd -- on leave,1
master's/mba,1
"bas, mas, phds, certifications, diplomas",1
doctorate in business administration,1
